HS07494-MONOMER	HS07494	Q16739	ceramide glucosyltransferase	GCS, GLCT-1, glucosylceramide synthase, UDP-glucose ceramide glucosyltransferase, UDP-glucose:N-acylsphingosine D-glucosyltransferase
CPLX-8710			&beta;-hydroxy-L-tyrosine-[NovH] dehydrogenase	
HS10947-MONOMER	HS10947	P16233	pancreatic triacylglycerol lipase	pancreatic lipase, triacylglycerol acylhydrolase
CPLX-3822			2-keto-3-deoxy-6-phosphogluconate aldolase	
AT1G65860-MONOMER	AT1G65860	Q9SS04	glucosinolate <i>S</i>-oxygenase 1	
CPLX-9132			RNA/DNA ligase (ATP)	
AT3G03100-MONOMER	AT3G03100	Q9M9M9	NADH-ubiquinone oxidoreductase B 17.2 kDa subunit	Complex I-B17.2, CI-B17.2
CPLX-6942			2-methylacyl-CoA dehydrogenase	branched-chain  acyl-CoA dehydrogenase, 2-methyl branched chain acyl-CoA dehydrogenase
TX72_RS03295-MONOMER	TX72_RS03295	Q7U8E4	photosystem II 44 kDa subunit reaction center protein	PsbC
CPLX0-1962			3-hydroxy acid dehydrogenase YdfG	
YGL205W-MONOMER	YGL205W	P13711	fatty-acyl coenzyme A oxidase	
CPLX-7378			glycine reductase system	
MONOMER-2663	G-1843	O52644	NADH-ferredoxin reductase	NtnA, 4-nitrotoluene monooxygenase reductase component
CPLX0-8270			sensor histidine kinase CpxA	
MONOMER-13980	G-10673			Pur7
CPLX-7788			acetyl-CoA <i>C</i>-acetyltransferase	
MONOMER-16179	G-12481	O06644	formyl-coenzyme A transferase monomer	Frc
CPLX66-81			mitochondrial aldehyde dehydrogenase	aldehyde dehydrogenase, mitochondrial, ALDH class 2, ALDHI, ALDH-E2, aldehyde dehydrogenase class 2, ALDH-2
AT5G19040-MONOMER	AT5G19040	Q94ID2	adenylate isopentenyltransferase	IPT5
CPLX-8221				
MONOMER-13651				
CPLX-8688			alcohol dehydrogenase II	
MONOMER-14458	G-11034	Q9FCA6	biflaviolin synthase	
CPLX-1181			2-aminoethylphosphonate aminotransferase	
YLR307W-MONOMER	YLR307W	Q06702	chitin deacetylase 1	
CPLX-3605				
MONOMER-17437	G-15208	D2STN1	hydroquinone 1,2-dioxygenase small subunit	PdcE
CPLX-9113			soluble butane monooxygenase	sBMO
MONOMER-16651	G-14509	G0L322	&beta;-agarase A	AgaA
CPLX0-1342			sulfur acceptor for SufS cysteine desulfurase	
MONOMER-6722	G-5202	O87198		Hcs
CPLX-7361			pyruvate formate-lyase	
ENSG00000105647-MONOMER	HS02779	O00459	phosphatidylinositol 3-kinase regulatory subunit p85&beta;	PI3-kinase p85 subunit beta, phosphoinositide-3-kinase, regulatory subunit, polypeptide 2 (p85 beta), phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 2 (p85 beta), PtdIns-3-kinase p85-beta, phosphatidylinositol 3-kinase regulatory beta subunit
CPLX0-8228			HigB translation-dependent mRNA interferase and toxin of the HigB-HigA toxin-antitoxin system	
MONOMER-11901	G-9238	O08354	acetohydroxy-acid synthase small subunit	IlvN
CPLX-7772			dimethylsulfoniopropionate demethylase	
MONOMER-19239	G-43951	K0E684	echinocandine D hydroxylase	
CPLX66-561			ATP synthase F<sub>1</sub> complex	
C23OALCAL-MONOMER				
CPLX-8207			acetylacetone-cleaving enzyme	
KETOLREDUCTOISOM-MONOMER	EG10495	P05793	ketol-acid reductoisomerase (NADP<sup>+</sup>)	IlvC
CPLX-8669				
MONOMER-15023	G-11467	Q8IL04	heme ligase monomer	
CPLX-1082			UDP-sulfoquinovose synthase	SQD1
G185E-6398-MONOMER	G185E-6398	P9WMY5	phosphatidyl-myo-inositol mannoside synthase 2	PimB
CPLX-3483			NAD-linked formate dehydrogenase protomer	
MONOMER-17875	G-15517	Q9LNE6	flavonol 7-<i>O</i>-rhamnosyltransferase	
CPLX-9096			NAD+-dependent secondary alcohol dehydrogenase II	
AT3G54470-MONOMER	AT3G54470	Q42586	UMP synthase	
CPLX-985			photosystem I	PSI
MONOMER-20295	G-55179	P49714	endo-&alpha;-sialidase monomer	
CPLX-6912			arylacetonitrilase	
MONOMER-5063	G-3883	O33832	inositol monophosphatase subunit	Imp, SuhB
CPLX-7344				
HS00305-MONOMER	HS00305	O95050	indolethylamine <i>N</i>-methyltransferase	aromatic alkylamine <i>N</i>-methyltransferase, indolamine <i>N</i>-methyltransferase, arylamine <i>N</i>-methyltransferase, amine <i>N</i>-methyltransferase, thioester <i>S</i>-methyltransferase-like
CPLX0-8190				
MONOMER-19627	G-44329	Q7TXL9	phthiocerol synthase PpsB PKS	PpsB
CPLX66-539			glycine cleavage complex	
PDXJ-MONOMER	EG10693	P0A794	pyridoxine 5'-phosphate synthase	PdxJ
CPLX-7759			creatine kinase MM isoform	creatine kinase muscle type, creatine kinase M chain, M-CK, muscle creatine kinase, MM, M-M
MONOMER-14166				
CPLX-8192			DsrEFH hexamer	
MONOMER-13029	G-9925	C1I208		PnpE
UVRABC-CPLX			excision nuclease UvrABC	excinuclease ABC, UvrABC excinuclease, excinuclease UvrABC, excision nuclease ABC, UvrABC system excision endonuclease, ABC excision nuclease
MONOMER-11563	G-11775	Q9HXE3	catabolic D-arginine dehydrogenase	DauA
CPLX-8646			phosphopantothenoylcysteine decarboxylase	
ASPDECARBOX-MONOMER	EG11747	P0A790	aspartate 1-decarboxylase proenzyme	PanD, PanD proenzyme, &pi; protein
CPLX-1001				
AT5G67030-MONOMER	AT5G67030	Q9FGC7	zeaxanthin epoxidase subunit	
CPLX-3403				
MONOMER-16	G-5	Q9HTP2		KauB
CPLX-9079			1,2-&beta;-oligomannan phosphorylase	
MONOMER-81			chlorocatechol 1,2-dioxygenase	
CPLX-9479			hydroxymethylglutaryl-CoA reductase	
MONOMER-18688	G-27162	C5B2R8	dihydromethanopterin reductase (monomer)	DmrA
CPLX-6896				
MONOMER-17162	G-14954	E1CIA4	daidzein reductase	
CPLX-7328				
EG12033-MONOMER	EG12033	P33025	pseudouridine-5'-phosphate glycosidase	PsuG, YeiN, PscG
CPLX0-8156				
MONOMER-14628	G-11194	P00862	histidine decarboxylase proenzyme	Pi chain, &pi; chain, HdcA
CPLX66-491			carnosine synthase 1	
MONOMER-19068			cysteine sulfoxide lyase gamma subunit	
CPLX-7742				
MONOMER-17595	G-15314	E2GIN1	L-isoleucine-4-hydroxylase	Ido, L-isoleucine dioxygenase
CPLX-8169			NADP+-dependent farnesol dehydrogenase 1	FOHSDR-1
FEPG-MONOMER	EG10298	P23877	ferric enterobactin ABC transporter membrane subunit FepG	
TRANS-CPLX-204			multidrug efflux pump MdtEF-TolC	
G6286-MONOMER	G6286	P77555	ureidoglycolate dehydrogenase	YlbC, AllD
BCCP-CPLX			biotin carboxyl carrier protein (dimer)	BCCP, AccB
MONOMER-20031	G-44731	Q8DNG0	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase LytR	LytR
CPLX-8627			thymidine kinase	
YGJU-MONOMER	EG12732	P0AGE4		YgjU, SstT, SstT DAACS transporter
CPLX-3282				formyl-tetrahydrofolate synthetase
MONOMER-4081	G-3121	P45382	FlhA	
CPLX-9062			BchY/BchZ complex	
MONOMER-12141			dihydrolipoyl dehydrogenase	
CPLX-9460			1-naphthol 2-hydroxylase	
MONOMER-10762	G-8342	Q7WTT9	respiratory arsenate reductase small subunit	ArrB
CPLX-687				
GALACTOKIN-MONOMER	EG10363	P0A6T3		GalA, GalK
CPLX-7312				
MONOMER-16977	G-14795	Q2PEN5	C20 &Delta;5-polyunsaturated fatty acyl-CoA elongase	&Delta;5-elongase
CPLX0-8092			negative regulator of MalT activity/cystathionine &beta;-lyase	
CYDB-MONOMER	EG10174	P0ABK2	cytochrome <i>bd</i>-I ubiquinol oxidase subunit II	CydB, Cyd-2
CPLX66-445			10-formyltetrahydrofolate dehydrogenase 1	
MONOMER-19457	G-44165	Q9V074	tRNA isowyosine<sup>37</sup> 7-methyltransferase 1	
CPLX-7725			dihydroorotate dehydrogenase, type 1A	
MONOMER3O-27	YBR153W	P33312		
CPLX-8153			sulfopyruvate decarboxylase	
G3O-29093-MONOMER	G3O-29093	P38109	carboxypeptidase C	
SUPEROX-DISMUTMN-CPLX			superoxide dismutase (Mn)	
MONOMER-20450	G-58238	E9P8D2	L-glutamate-5-semialdehyde <i>N</i>-acetyltransferase monomer	
AT3G15730-CPLX				PLD, PLD &alpha;
MONOMER-19870	G-44578	B5SX65	epicatechin-specific glucosyltransferase	
CPLX-8610			pyrimidine-nucleoside phosphorylase	
MONOMER-15212	G-11642	Q0HWI7	putrescine <i>N</i>-hydroxylase	PubA
CPLX-323				
G7234-MONOMER	G7234	P76518	acetyl-CoA:oxalate CoA-transferase	YfdE
CPLX-9045			(phenol)carboxyphthiodiolenone synthase monomer	phenolphthiocerol/phthiocerol polyketide synthase monomer
MONOMER-12691	G-9737	Q75VW6	citryl-CoA synthetase small subunit	CcsB
CPLX-6744			2-hydroxy-6-oxohepta-2,4-dienoate hydrolase	
MONOMER-9709	G-7387	O24417	gibberellin 2&beta;,3&beta;-hydroxylase	CmGA2&beta;,3&beta;OX, CmGA3OX1
CPLX-9447			<i>cbb<sub>3</sub></i>-type cytochrome <i>c</i> oxidase	
MONOMER-18033	G-16028	Q643C8	phenylpyruvate &beta;-methyltransferase	MppJ
CPLX-7290			glyoxalase I dimer	
MONOMER-12446			tropinone reductase (TR-II)	
CPLX0-8005			3-oxoacyl-[acyl-carrier-protein] reductase FabG	3-oxoacyl-[acyl-carrier-protein] reductase
MONOMER-15731	G-12087	B1N7H0	quinohaemoprotein amine dehydrogenase &gamma; subunit	PeaC
CPLX-7707			chloromuconate cycloisomerase II	
MONOMER-15544	G-11917	Q04644		
CPLX66-395			trimethyllysine dioxygenase	
MONOMER-18430				
CPLX-8136			sulfoacetaldehyde dehydrogenase (acylating)	2-sulfoacetaldehyde:NADP<sup>+</sup> oxidoreductase (CoA-acylating)
MONOMER-18270	G-17774	H9XP47	<i>meso</i>-butanediol dehydrogenase [(R)-acetoin-forming]	BudC
RIBULPEPIM-CPLX			L-ribulose-5-phosphate 4-epimerase AraD	
HS02174-MONOMER	HS02174	P48637	glutathione synthetase monomer	glutathione synthetase subunit, Glutathione synthase, GSH synthetase, GSH-S
ASNSYNB-CPLX			asparagine synthetase B	
EG10488-MONOMER	EG10488	P10423	alkaline phosphatase isozyme conversion protein	Iap
CPLX-8594			protochlorophyllide oxidoreductase ATP-dependent reductase complex	
EG10967-MONOMER	EG10967	P0AGJ2		TrmH, SpoU
CPLX-3121			soluble ammonia monooxygenase trimer	
MONOMER-20678	G-58825	Q6N3H7	6-carboxyhex-2-enoyl-CoA hydratase	PimF
CPLX-9018			[FeV]-nitrogenase complex reductase component	
MONOMER-20845	G-80407	A0A2R4BR37	phenylphosphate carboxylase &gamma; subunit	
CPLX-6621			arginase 1	liver-type arginase
HS05299-MONOMER	HS05299	Q16878	cysteine dioxygenase	cysteine dioxygenase type 1
CPLX-9430			dissimilatory nitrite reductase (NO-forming)	
MONOMER-18827	G-34535	Q4WLW5	fumiquinazoline F synthetase	PesM
CPLX-7268				
SYNPCC7942_0424-MONOMER	SYNPCC7942_0424	P04996	D1 protein	photosystem II D1 protein
CPLX0-7961				
MONOMER-13199	G-10042			AraA
CPLX-7687			2-aminobenzoyl-CoA monooxygenase/reductase	
MONOMER-13443	G-10233	Q1PID4		
CPLX66-364			bifunctional purine biosynthesis protein PURH	
HS07273-MONOMER	HS07273	Q93088	betaine--homocysteine S-methyltransferase 1	betaine-homocysteine methyltransferase
CPLX-8118			thymidylate kinase	
MONOMER-16430	G-12699		carbon monoxide dehydrogenase &alpha; subunit	
PURE-CPLX			<i>N<sup>5</sup></i>-carboxyaminoimidazole ribonucleotide mutase	
AT1G60980-MONOMER	AT1G60980	Q9C955	gibberellin 20-oxidase	
ANSB-CPLX			L-asparaginase 2	AsnII
MONOMER-21105	G-80621	Q54360	lincomycin <i>S</i>-methyltransferase	LmbG
CPLX-8569			dissimilatory nitrite reductase (NO-forming)	
TX72_RS01010-MONOMER	TX72_RS01010	Q7U9Q0	cytochrome b559 subunit beta	PsbF
CPLX-2945			tryptophan synthase &beta;1 dimer	tryptophan synthase &beta; dimer
HS10326-MONOMER	HS10326	Q16134	electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	electron-transferring-flavoprotein dehydrogenase, ETF dehydrogenase, ETF-QO, ETF-ubiquinone oxidoreductase
CPLX-8999			nicotinate D-ribonucleotide:phenol phospho-D-ribosyltransferase	
MONOMER-2523	G-1782	P05117	endo-polygalacturonase isozyme 2	PG-2A, polygalacturonase &alpha; subunit, PG-2B
CPLX-645				
AT2G44050-MONOMER	AT2G44050	O80575	DMRL synthase	6,7-dimethyl-8-ribityllumazine synthase
CPLX-941			lysine--8-amino-7-oxononanoate transaminase	
MONOMER-16157	G-12457	Q9SSU0		
CPLX-725			benzylsuccinate synthase trimer	BSS
MONOMER-3981			IAA-<i>myo</i>-inositol synthase	indoleacetylglucose-inositol O-acyltransferase, indol-3-ylacetylglucose:<i>myo</i>-inositol indol-3-lacetyltransferase
CPLX0-7935			carbon-phosphorus lyase core complex	C-P lyase core complex
MONOMER-13636	G-10392	Q0KAG5		PrpB
CPLX-7667				
MONOMER-1061	G-55014	E1V8H0		LysC
CPLX66-345			coproporphyrinogen-III oxidase	coprogen oxidase, coproporphyrinogenase
YLR100W-MONOMER	YLR100W	Q12452	3-keto sterol reductase	
CPLX-8100			inosine-5'-monophosphate dehydrogenase 2	IMP dehydrogenase 2, IMPD 2
MONOMER-16952	G-14772	Q9ZGH3	dTDP-glucose 4,6-dehydratase monomer	
PHOSPHO-CPXA	EG10163		CpxA-<i>N</i>-phospho-L-histidine	CpxA-P<sup>his248</sup>, CpxA phosphorylated
MONOMER-16628	G-14486	A5JV19		zeaxanthin epoxidase, chloroplastic
ADHC-CPLX				
MONOMER-19441	G-44149	C0JRE5	zwittermicin A polyketide synthase modules 5 and 6	ZmaA
CPLX-8550		B1Q2B6	3,5,7-trioxododecanoyl-CoA synthase/olivetol synthase	
ENSG00000096256-MONOMER	ENSG00000096256	Q9NXB9	polyunsaturated long-chain fatty acid elongase 2	
CPLX-2783				p-hydroxyphenylpyruvate dioxygenase
G1I0R-71-MONOMER	G1I0R-71	Q2G1N1	staphyloferrin B synthase	SbnC
CPLX-8982			5-dehydro-4-deoxy-<small>D</small>-glucuronate isomerase	
MONOMER-19223			iduronate-2-sulfatase	
CPLX-6361				
CPLX-7047			branched-chain &alpha;-keto acid dehydrogenase E1 component	
CPLX-9393			thebaine synthase 1	
IMP-DEHYDROG-MONOMER	EG10421	P0ADG7	inosine 5'-monophosphate dehydrogenase	GuaR, GuaB
CPLX-7231				
G7171-MONOMER	G7171	P76474	undecaprenyl-phosphate-&alpha;-L-Ara4N flippase - ArnF subunit	YfbJ
CPLX0-7885			glutathione hydrolase	&gamma;-glutamyl transpeptidase
G185E-5967-MONOMER	G185E-5967	P9WIT3	L-gulono-1,4-lactone dehydrogenase	
CPLX-7651			glycine/sarcosine/<i>N,N</i>-dimethylglycine methyltransferase	
MONOMER-9521			3-aminopropionaldehyde dehydrogenase	NAD-dependent 3-aminopropionaldehyde dehydrogenase, 3-APAD
CPLX66-329			serine hydroxymethyltransferase 1	
AT3G48720-MONOMER	AT3G48720			
CPLX-8084			<i>N</i>-glutamylanilide dioxygenase oxygenase component	
MONOMER-12427	G-9558		anthocyanin 3'-glucosyltransferase	
PAPSSULFOTRANS-CPLX				
MONOMER-4965	G-3842	G1UBD9	cytochrome P460 monomer	CytL, Cyp
ACETOLACTSYNII-CPLX				AHAS, AHAS II, acetohydroxy acid synthase II, acetohydroxybutanoate synthase II, acetolactate synthase II
MONOMER-15520	G-11894	Q46444	alcohol dehydrogenase (azurin)	quinohaemoprotein ethanol dehydrogenase type-1
CPLX-8533				
MONOMER-19605	G-44307	Q333V6	3-hydroxyquinaldate adenylase	TioJ
CPLX-2681			benzoyl-CoA oxygenase component A	
MONOMER-18253				
CPLX-8966			(E)-hinokiresinol synthase	
MONOMER-14147	G-10810	Q08637	V-ATPase V<sub>1</sub> B subunit	NtpB
CPLX-622				
MONOMER-11547	G-44138	J7SH14	ornithine cyclodeaminase subunit	ArcB
CPLX-9377			rifamycin S transketolase	rifamycin S translocase
OPPB-MONOMER	EG10675	P0AFH2	murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppB	OppB
CPLX-7208				
MONOMER-20660	G-58809	Q1M8E8	allophanate hydrolase	AtzF
CPLX0-7820			3-hydroxy-2,4-pentadione 5-phosphate thiolase	
AT5G61760-MONOMER	AT5G61760	Q9FLT2	inositol polyphosphate multiple-kinase 2&beta;	inositol polyphosphate 6-/3-/5-kinase 2&beta;
CPLX-7629				
HS05132-MONOMER	HS05132	P30084	mitochondrial enoyl-CoA hydratase	enoyl-CoA hydratase 1, SCEH, short chain enoyl-CoA hydratase
CPLX66-295				H<sup>+</sup>-translocating V-ATPase V<sub>1</sub>V<sub>0</sub> complex
MONOMER-7921	G-5961			
CPLX-8066			bidirectional hydrogenase	
SYNPCC7942_0225-MONOMER	SYNPCC7942_0225	Q31RR2	Photosystem II reaction center protein H	PsbH
NQOR-CPLX				
MONOMER-17143	G-14935		2,6-dihydroxypseudooxynicotine hydrolase monomer	
ABC-42-CPLX				
MONOMER-13419	G-10212	P39058		
CPLX-8512				
MONOMER-14609	G-11176	P11998	6,7-dimethyl-8-ribityllumazine synthase monomer	RibH
CPLX-2544			xylenol methylhydroxylase	
MONOMER-16408	G-12679	Q4JHU5	callose synthase	
CPLX-8948			bifunctional ketoisomerase / <i>N</i>-acetyltransferase FdtD	
MONOMER-17577	G-15297	Q9UUZ3	&beta; mannosidase	MndA
CPLX-6001				
MONOMER-21089	G-80607	P05528	microcin B17 ABC-type exporter integral membrane protein	McbE
CPLX-9361			phthioceranic/hydroxyphthioceranic acid synthase	
G6199-MONOMER	G6199	P77243		AcnC, YahT, PrpD
CPLX-7188				
HS10030-MONOMER	HS10030	O60507	protein-tyrosine sulfotransferase 1	tyrosylprotein sulfotransferase 1, TPST1
CPLX0-7760			aconitate hydratase A	aconitase, isocitrate hydro-lyase, aconitate hydratase 1
MONOMER-20017	G-44717	Q8CWR1	(Chol-P-GalNAc)-GalNAc-Rbo-P-Glc-AATGal-PP-undecaprenol phosphocholine transferase	
CPLX-7610				
MONOMER-12107			&Delta;<sup>1</sup>-pyrroline-5-carboxylate dehydrogenase	&Delta;<sup>1</sup>-pyrroline dehydrogenase, pyrroline-5-carboxylate dehydrogenase
CPLX66-226			large neutral amino acid transporter 1	LAT2
YEHY-MONOMER	EG12011	P33361	glycine betaine ABC transporter membrane subunit YehY	YehY
CPLX-8048			diphtheria toxin	DT
MONOMER-3907	G-2967	Q59542	methylamine dehydrogenase large subunit	MauB
MONOMER-20990			lanatoside 15&prime;-<i>O</i>-acetylesterase	
G7889-MONOMER	G7889	P0ADC6	lipopolysaccharide transport system protein LptG	YjgQ
ABC-22-CPLX			oligopeptide ABC transporter	
MONOMER-10461				5-methylthioribose kinase
CPLX-8489			hydroquinone 1,2-dioxygenase	
CPD0-2583			GlcNAc-1,6-anhMurNAc-L-Ala-&gamma;-D-Glu-DAP-D-Ala-D-Ala	
CPLX-236			trihydroxystilbene synthase	
MONOMER-16934	G-14753	P80702	3&alpha;-hydroxysteroid dehydrogenase/carbonyl reductase monomer	HsdA, HSD28, hydroxyprostaglandin dehydrogenase
CPLX-8927			[FeFe]-nitrogenase complex nitrogenase reductase component	[FeFe]-nitrogenase component II, [FeFe]-nitrogenase Fe protein 1
MONOMER2OL-32	G2OL-31	Q1XBU5	(<i>R</i>)-linalool synthase	
CPLX-5741				
MONOMER-19425	G-44132	K4JFB2	guadinomine polyketide synthase module 1	GdnE
CPLX-9345			1-carboxybiuret hydrolase	
MONOMER-20426	G-58214	Q465W3	adenosylcobinamide-GDP ribazoletransferase	CobS
CPLX-7167				
G1G01-56-MONOMER	G1G01-56	Q88RS6	sulfide:quinone oxidoreductase	Sqr
CPLX0-7719				
MONOMER-15192	G-11626	P14262	1-phosphatidylinositol phosphodiesterase	PlcA, phosphatidylinositol-specific phospholipase C, phosphatidylinositol diacylglycerol-lyase
CPLX-7594			R1E homodimer	
MONOMER-19836			alkene monooxygenase	
CPLX66-17			methylcrotonyl-CoA carboxylase	
MONOMER-12660	G-9721	O59655	Ech hydrogenase 15 kDa subunit	EchD
CPLX-8023			VanC1 D-alanine--D-serine ligase	
G7106-MONOMER	G7106	P0AAB2		Wzb
MONOMER-15939			D 3-hydroxyaspartate aldolase	
PSBV-MONOMER	G-420	Q55013	cytochrome c-550	PsbV, cytochrome c549, low potential cytochrome c, cytochrome c550
3-OXOACYL-ACP-SYNTHII-CPLX			&beta;-ketoacyl-[acyl carrier protein] synthase II	KASII
MONOMER-9442			diamine oxidase	
CPLX-8473			VioE	
MONOMER-18014	G-16006		2-oxo-&Delta;<sup>3</sup>-4,5,5-trimethylcyclopentenyl acetyl coA synthase subunit B	
CPLX-2223			&omega;-hydroxyacid dehydrogenase	&omega;-hydroxy fatty acid dehydrogenase
MONOMER-12411			thiosulfate reductase (cytochrome)	
CPLX-8904			(<i>S</i>)-3-acetyloctanal aminotransferase	
MONOMER-15715	G-12072	C3UVB6	diphenylamine dioxygenase terminal dioxygenase component	DpaAa
CPLX-562			formylmethanofuran dehydrogenase, tungsten enzyme	
MONOMER-15495	G-11876	Q99PX1		DeaA, deacetylase DA1
CPLX-9322			(<i>R</i>)-3-(aryl)lactate dehydratase system	
MONOMER-18413	G-17910	Q9ZGI3	narbonolide/10-deoxymethynolide synthase PikAIII	
CPLX-7149			SoxXA	
MONOMER-18234	G-17743	A0LRH5	chorismate dehydratase	
CPLX0-7682			iron-sulfur cluster carrier protein NfuA	
HS01993-MONOMER	HS01993	P17050	&alpha;-<i>N</i>-acetylgalactosaminidase monomer	&alpha;-galactosidase B
CPLX-7576			methylmalonyl-CoA mutase	
NUOJ-MONOMER	EG12090	P0AFE0	NADH:quinone oxidoreductase subunit J	NuoJ, NADH:ubiquinone oxidoreductase, membrane subunit J
CPLX5F9-2351				
EG10916-MONOMER	EG10916	P0AG63	30S ribosomal subunit protein S17	NeaA, RpsQ
CPLX-8006			2,3-epoxybenzoyl-CoA dihydrolase	
MONOMER-12942				
MALTACETYLTRAN-CPLX			maltose <i>O</i>-acetyltransferase	
MONOMER-20828	G-63085	D4GSS5	cysteine-dependent adenosine diphosphate thiazole synthase	
CPLX-8452			4-oxalocrotonate decarboxylase / 2-oxopent-4-enoate hydratase complex	
SUCCARGDIHYDRO-MONOMER	G6941	P76216	<i>N</i>-succinylarginine dihydrolase	YdjT, AstB
CPLX-21		P09191	cytochrome b <SUB>559</SUB>  b complex	cytochrome b <SUB>559</SUB>  &beta; complex, PSII reaction center subunit VI
MONOMER-13182	G-10027	Q9RHD6	UDP-<i>N</i>-acetylglucosamine C4-epimerase subunit	GnaB, WbpP
CPLX-8885			6-hydroxytryprostatin B <i>O</i>-methyltransferase	
MONOMER-13396	G-10191	Q9CGE1		FolQ
CPLX-8448				
HS07046-MONOMER	HS07046	Q9UBF8	phosphatidylinositol 4-kinase beta	
CPLX-2064				
MONOMER-16390	G-12665		MbhE	
CPLX-8880			Shiga toxin	
AT1G52400-MONOMER	AT1G52400	Q9SE50	abscisic acid glucose ester &beta;-glucosidase	ABA-GE &beta;-glucosidase
CPLX-5401		Q5DQ95		4-amino-4-deoxychorismate lyase
MONOMER-21073	G-80591	Q0P7J3	colibactin polyketide synthase ClbC	ClbC
CPLX-9302			4-hydroxy-2-ketopimelate aldolase	
TRPS-MONOMER	EG11030	P00954	tryptophan&mdash;tRNA ligase	TrpS, TrpRS
CPLX-7124				
HS09820-MONOMER	HS09820	P12532	ubiquitous mitochondrial creatine kinase subunit	U- MTCK, MIA-CK, ACIDIC-TYPE MITOCHONDRIAL CREATINE KINASE, creatine kinase, mitochondrial 1 (ubiquitous), ubiquitous mitochondrial creatine kinase precursor, creatine kinase, mitochondrial
CPLX0-7632			NAD(P)H:quinone oxidoreductase	
MONOMER-246	G-486	P54222		BetB
CPLX-7555				
AT2G36800-MONOMER	AT2G36800	Q9ZQ94	UDP glucose:cytokinin glycosyltransferase	UDP-glycosyltransferase, UDP glycosyltransferase 73C5, UGT73C5
CPLX490-85			F<sub>1</sub> complex	
MONOMER-16132	G-12436	A9BHJ0		MggA
CPLX-7983			hydrazine oxidoreductase A	HZO
MONOMER-3864	G-2924	P22868	soluble methane monooxygenase reductase component	MmoC, MMOR
IMP-DEHYDROG-CPLX				
MONOMER-13618	G-10385	Q8ZRS8	aconitate hydratase 2	AcnB
CPLX-8430			(+)-bornyl diphosphate synthase	
MONOMER-10261	G-7941	O08651	3-phosphoglycerate dehydrogenase subunit	
CPLX-1982			F<SUB>1</SUB> complex	
YKL182W-MONOMER	YKL182W	P07149	fatty acid synthase, &beta; subunit	
CPLX-8864				
MONOMER-16916	G-14735	Q26304		
CPLX-5262				
MONOMER-18814	G-34522	Q0KCU2	acetohydroxyacid isomeroreductase	IlvC, ketol-acid reductoisomerase, acetohydroxy-acid isomeroreductase, &alpha;-keto-&beta;-hydroxylacyl reductoisomerase, AHAIR
CPLX-9286			diaminobutyrate&mdash;2-oxoglutarate transaminase	
MONOMER-19409	G-44116	G8C419	fusarubinaldehyde synthase	
CPLX-7102			dimethylamine--[corrinoid protein] Co-methyltransferase	dimethylamine:corrinoid methyltransferase
MONOMER-16609			xyloglucan-specific endo-&beta;-1,4-glucanase	
CPLX0-7564			1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
G1G01-4208-MONOMER	G1G01-4208	Q88FY3		NicD
CPLX-7538				
ENSG00000067829-MONOMER	HS00919	P51553	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial	Isocitric dehydrogenase, NAD(+)-specific ICDH
CPLX490-3555			ClpP1/P2 heptamer	
MONOMER-19820	G-44533	Q6XBI6	alkene monooxygenase oxygenase component &alpha; subunit	EtnC
CPLX-7967			myeloperoxidase dimer	
MONOMER-19206	G-43925	Q6E7K9	5-hexenoate:acyl-carrier protein ligase	JamA
GTP-CYCLOHYDRO-II-CPLX			GTP cyclohydrolase 2	
G7022-MONOMER	G7022	P46923	trimethylamine <i>N</i>-oxide reductase 2	TorZ, BisZ
CPLX-8408			2-oxoglutarate:ferredoxin oxidoreductase	
HYBA-MONOMER	EG11799	P0AAJ8	hydrogenase 2 iron-sulfur protein	HydL, HybA
CPLX-1921			imidazole-glycerol-phosphate synthase	
MONOMER-931	G-10941	Q93FB2	aerobic 2-aminobenzoate-CoA ligase type 2	
CPLX-8847			carnitine monooxygenase complex	
G185E-5489-MONOMER	G185E-5489	P9WJM1		MurZ, MurA
CPLX-5161				<i>S</i>-adenosylhomocysteinease
MONOMER-12392	G-58792	W8JWW7	geissoschizine synthase	
CPLX-927				
AT3G43600-MONOMER	AT3G43600	Q7G192	aldehyde oxidase subunit	
CPLX-7084			UDP-glucose 4-epimerase	
MONOMER-15476	G-11859	Q9X3P3	serine/alanine racemase monomer	VanT
CPLX0-7426			<i>all-trans</i>-octaprenyl-diphosphate synthase	
MONOMER-4886	G-3768		pyruvate kinase subunit	Pyk
CPLX-7521				
MONOMER-18216	G-17726	A2QG68		RgxB
CPLX490-3507			photosystem I core protein	P700 protein
MONOMER-19589	G-44291	D2KTY3	&beta;-hydroxy-L-tryptophyl-[tryptophyl-carrier protein] thioesterase	
CPLX-7943			<i>Vibrio cholerae apo</i>-VibF protein	
NIRC-MONOMER	EG10654	P0AC26		NirC, NirC nitrite FNT transporter
GLYC3PDEHYDROGBIOSYN-CPLX			glycerol-3-phosphate dehydrogenase, biosynthetic	
